Order #,Date Seen,Title,Letter Rating,Score,Year Watched,Location,Format,Release Year,Rotten Tomatoes,Length (Minutes),RT/Minute,Poster URL,Genres
1314,January-08,I Now Pronounce You Chuck and Larry,B-,10,2008,Boston,On-Demand/PPV,2007,,140,10%,https://image.tmdb.org/t/p/w500/6wjJ9EnNw4cmTSZYgnao7RpI3X.jpg,"Comedy, Romance"
1315,October-20,Inside Llewyn Davis,B-,10,2020,Portola Valley,On-Demand/PPV,2013,,104,88%,https://image.tmdb.org/t/p/w500/nNxK3pC3DMpPpWKMvo2p3liREVT.jpg,"Drama, Music"
1316,,Instinct,B-,10,Pre-2006,,,1999,,126,NA,https://image.tmdb.org/t/p/w500/8EKmzia6awjsqFxgBk5a82aTmb6.jpg,"Drama, Thriller"
1317,,Internal Affairs,B-,10,Pre-2006,,,1990,,115,NA,https://image.tmdb.org/t/p/w500/iRLiu4x5XBNrgC0TOl6K16m3PIr.jpg,"Crime, Drama"
1318,July-10,Iron Man 2,B-,10,2010,Peninsula,Theatre,2010,,124,60%,https://image.tmdb.org/t/p/w500/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,"Adventure, Action, Sci Fi"
1319,,"Island, The",B-,10,Pre-2006,,,2005,,136,NA,https://image.tmdb.org/t/p/w500/1sRdwKeWAfXEThF8v3Oz9qMUhIM.jpg,"Action, Thriller, Sci Fi, Adventure"
1320,,"Jackal, The",B-,10,Pre-2006,,,1997,,124,NA,https://image.tmdb.org/t/p/w500/4YfY8uHkcBevtm8x5z2DvwqhYch.jpg,"Action, Thriller, Adventure, Crime"
1321,July-16,Jason Bourne,B-,10,2016,Vancouver,Theatre,2016,,123,46%,https://image.tmdb.org/t/p/w500/xA7N41glw17MBQtcWSm2eBlBRuG.jpg,"Action, Adventure, Thriller"
1322,,"Jewel of the Nile, The",B-,10,Pre-2006,,,1985,,106,NA,https://image.tmdb.org/t/p/w500/6VjsIhnIcrz2XdQVHdsMj5DdSa1.jpg,"Adventure, Action, Comedy, Romance"
1323,January-08,Joe Strummer: The Future is Unwritten,B-,10,2008,Boston,On-Demand/PPV,2007,,124,69%,https://image.tmdb.org/t/p/w500/oWFvG5b7128EQvi06Hg4nm5Iw6b.jpg,"Music, Documentary"
1324,,Joe Versus the Volcano,B-,10,Pre-2006,,,1990,,102,NA,https://image.tmdb.org/t/p/w500/fwjMUuDZUxedfsUpVQKQN8cYfzB.jpg,"Comedy, Romance"
1325,February-17,John Wick: Chapter 2,B-,10,2017,Peninsula,Theatre,2017,,122,74%,https://image.tmdb.org/t/p/w500/hXWBc0ioZP3cN4zCu6SN3YHXZVO.jpg,"Action, Thriller, Crime"
1326,June-06,Junebug,B-,10,2006,,,2005,,106,NA,https://image.tmdb.org/t/p/w500/asC6UOPrR6OlNMiyXbeXWu08SOG.jpg,"Comedy, Drama"
1327,,Jungle Fever,B-,10,Pre-2006,,,1991,,132,NA,https://image.tmdb.org/t/p/w500/pw7cOdwCylBuiv6rvosBSkcgKEe.jpg,"Drama, Romance"
1328,,Junior,B-,10,Pre-2006,,,1994,,109,NA,https://image.tmdb.org/t/p/w500/swxxtzYc60qqnFhfWMFdmx9QXvY.jpg,"Comedy, Sci Fi"
1329,,Kalifornia,B-,10,Pre-2006,,,1993,,117,NA,https://image.tmdb.org/t/p/w500/6ufie7ZVJGGbBBeYzldTTavtPc3.jpg,"Thriller, Crime"
1330,,"Karate Kid II, The",B-,10,Pre-2006,,,1989,,112,NA,https://image.tmdb.org/t/p/w500/7Lut6dOvB8wPRuHhHpJ3S3zXder.jpg,"Action, Family, Drama, Adventure"
1331,,"Karate Kid III, The",B-,10,Pre-2006,,,1989,,6,NA,https://image.tmdb.org/t/p/w500/lVZ3r0iDwGejlCvFEvXGzhQB9ds.jpg,"Action, Family, Drama, Adventure"
1332,,Kickboxer,B-,10,Pre-2006,,,1989,,97,NA,https://image.tmdb.org/t/p/w500/tzEOkUn5708fQvF0bOPB5bLLRNk.jpg,"Action, Thriller, Drama"
1333,December-18,Killer Elite,B-,10,2018,Portola Valley,Netflix,2011,,117,21%,https://image.tmdb.org/t/p/w500/7O2U0WPFPSvNSUYZlhbnV081lBF.jpg,"Action, Adventure, Thriller"
1334,,Kill Bill: Volume 1,B-,10,Pre-2006,,,2003,,111,NA,https://image.tmdb.org/t/p/w500/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,"Action, Crime"
1335,,Kiss of Death,B-,10,Pre-2006,,,1995,,101,NA,https://image.tmdb.org/t/p/w500/2cCxEqeIy6Q8HgVjfT7obOnF5Zi.jpg,"Crime, Thriller, Drama"
1336,,Kiss the Girls,B-,10,Pre-2006,,,1997,,115,NA,https://image.tmdb.org/t/p/w500/25h5I3E3ydhazsPDnscWHivq5pn.jpg,"Thriller, Crime, Mystery, Drama"
1337,July-10,Knight & Day,B-,10,2010,Peninsula,Theatre,2010,,130,41%,https://image.tmdb.org/t/p/w500/phhp52CZZJiGYmiOTp9ZBDkGHB3.jpg,"Action, Comedy"
1338,,L.A. Story,B-,10,Pre-2006,,,1991,,95,NA,https://image.tmdb.org/t/p/w500/dVDCImNu9lM3MTYRaS0sWhDrm2m.jpg,"Comedy, Fantasy, Romance"
1339,,Last Action Hero,B-,10,Pre-2006,,,1993,,130,NA,https://image.tmdb.org/t/p/w500/vkhEaWAv5j3qgrOGp3BgMeiYPKj.jpg,"Adventure, Fantasy, Action, Comedy, Family"
1340,,Layer Cake,B-,10,Pre-2006,,,2004,,105,NA,https://image.tmdb.org/t/p/w500/rDOxXteqxALBaSa3V3zTjGJuyWB.jpg,"Drama, Thriller, Crime"
1341,,"Legend of Bagger Vance, The",B-,10,Pre-2006,,,2000,,126,NA,https://image.tmdb.org/t/p/w500/fsvWRwcE8bD7WHo7BeF8HqWLbIh.jpg,"Drama, Romance, Fantasy"
1342,April-22,Licorice Pizza,B-,10,2022,Portola Valley,On-Demand/PPV,2021,,133,68%,https://image.tmdb.org/t/p/w500/ivXtvzfliGvoJ1DhSHIGyYBToWe.jpg,"Drama, Comedy, Romance"
1343,,Lionheart,B-,10,Pre-2006,,,1990,,108,NA,https://image.tmdb.org/t/p/w500/4fgTLKtYLU13MiuWcPnC1esJI53.jpg,Action
1344,April-22,"Little Mermaid, The",B-,10,2022,Portola Valley,Disney Plus,1989,92%,82,113%,https://image.tmdb.org/t/p/w500/plcZXvI310FkbwIptvd6rqk63LP.jpg,"Animation, Family, Fantasy"
1345,,Little Women,B-,10,Pre-2006,,,2019,,135,NA,https://image.tmdb.org/t/p/w500/yn5ihODtZ7ofn8pDYfxCmxh8AXI.jpg,"Drama, Romance, History"
1346,,"Living Daylights, The",B-,10,Pre-2006,,,1987,,130,NA,https://image.tmdb.org/t/p/w500/1oRlmWX9hewpn2B44wawBjHd7dx.jpg,"Action, Adventure, Thriller"
1347,May-22,London Has Fallen,B-,10,2022,Portola Valley,Netflix,2016,,99,27%,https://image.tmdb.org/t/p/w500/iEbLkYzyiUdOKNK4WNBFyGH7r2Y.jpg,"Action, Thriller"
1348,December-14,Lone Survivor,B-,10,2014,Peninsula,On-Demand/PPV,2014,,122,61%,https://image.tmdb.org/t/p/w500/zaBIrloyhGK7iNTZMb3f9SARsl8.jpg,"War, Action, Drama"
1349,,Look Who's Talking Too,B-,10,Pre-2006,,,1990,,81,NA,https://image.tmdb.org/t/p/w500/m409mVHmvDOZJltNzHJYigUthsW.jpg,"Romance, Comedy"
1350,January-13,Looper,B-,10,2013,Peninsula,On-Demand,2012,,119,79%,https://image.tmdb.org/t/p/w500/sNjL6SqErDBE8OUZlrDLkexfsCj.jpg,"Action, Thriller, Sci Fi"
1351,,Made In America,B-,10,Pre-2006,,,1993,,111,NA,https://image.tmdb.org/t/p/w500/6uqqpeecN2STBzjtwNYENMq7Ab5.jpg,Comedy
1352,,Maid in Manhattan,B-,10,Pre-2006,,,2002,,105,NA,https://image.tmdb.org/t/p/w500/gnEuTYH3jhHxl80QyoPfZjEYd0J.jpg,"Comedy, Drama, Romance"
1353,,"Majestic, The",B-,10,Pre-2006,,,2001,,152,NA,https://image.tmdb.org/t/p/w500/dgoftQBYY8lcD6Fcgeo1oGx8iTZ.jpg,"Drama, Romance"
1354,,The Manchurian Candidate,B-,10,Pre-2006,,,2004,,129,NA,https://image.tmdb.org/t/p/w500/4xEWtEbKK2EXMZ8UPff8hDCSiVW.jpg,"Drama, Thriller, Mystery"
1355,May-17,Man Up,B-,10,2017,Peninsula,Netflix,2015,,88,92%,https://image.tmdb.org/t/p/w500/tJskXY0qQcc21UzkGPyiGRKw2md.jpg,"Romance, Comedy"
1356,December-11,Margin Call,B-,10,2011,Peninsula,On-Demand/PPV,2011,,109,78%,https://image.tmdb.org/t/p/w500/qtO57obCJuUBS0en3HLgFgZ19Xk.jpg,"Thriller, Drama"
1357,,Marked for Death,B-,10,Pre-2006,,,1990,,93,NA,https://image.tmdb.org/t/p/w500/xYaetJsSm5FC1zxhdW8UR1NVXzc.jpg,"Action, Crime, Drama, Thriller"
1358,,"Mask, The",B-,10,Pre-2006,,,1994,,101,NA,https://image.tmdb.org/t/p/w500/jPC2eYub74zwf2tPGVtzSlBW6Oy.jpg,"Romance, Comedy, Crime, Fantasy"
1359,,The Matrix Reloaded,B-,10,Pre-2006,,,2003,,138,NA,https://image.tmdb.org/t/p/w500/9TGHDvWrqKBzwDxDodHYXEmOE6J.jpg,"Adventure, Action, Thriller, Sci Fi"
1360,,Maverick,B-,10,Pre-2006,,,1994,,127,NA,https://image.tmdb.org/t/p/w500/mTVbGGi5PIexmxVzeyFd2RYKwfM.jpg,"Action, Adventure, Comedy, Drama, Western"
1361,March-07,Maxed Out,B-,10,2007,,,2006,,90,NA,https://image.tmdb.org/t/p/w500/xiZqlsKTPscUCxUzGiAEC2oimnY.jpg,Documentary
1362,June-24,Mean Girls: The Musical,B-,10,2024,Flight,On-Demand/PPV,2024,,112,62%,https://image.tmdb.org/t/p/w500/fbbj3viSUDEGT1fFFMNpHP1iUjw.jpg,Comedy
1363,,Men At Work,B-,10,Pre-2006,,,1990,,98,NA,https://image.tmdb.org/t/p/w500/6bd0rOeZtTmVJObOAXHXBMurvyt.jpg,"Comedy, Crime"
1364,February-07,Menace II Society,B-,10,2007,,,1993,,97,NA,https://image.tmdb.org/t/p/w500/nS7yqmSVeNoH22VXj69JoFCxW1h.jpg,"Drama, Crime, Thriller"
1365,June-23,"Menu, The",B-,10,2023,Portola Valley,On-Demand/PPV,2022,,107,82%,https://image.tmdb.org/t/p/w500/fPtUgMcLIboqlTlPrq0bQpKK8eq.jpg,"Comedy, Horror, Thriller"
1366,January-07,Miami Vice,B-,10,2007,,,2006,,132,NA,https://image.tmdb.org/t/p/w500/1KGD2g0wOc7WBfHc5G19reLHQxk.jpg,"Action, Crime, Thriller"
1367,November-09,Michael Jackson's This is It,B-,10,2009,San Fran,Theatre,2009,,97,82%,https://image.tmdb.org/t/p/w500/kzcsTkgQjt7DDYqHf7PQcaw21z1.jpg,Documentary
1368,,Mickey Blue Eyes,B-,10,Pre-2006,,,1999,,102,NA,https://image.tmdb.org/t/p/w500/gEnKsStQ27P0KCCIGtkYwvFQ0RX.jpg,"Comedy, Crime, Romance"
1369,,"Mighty Ducks, The",B-,10,Pre-2006,,,1992,,104,NA,https://image.tmdb.org/t/p/w500/zxaCHxKDFNi6frh1Q0dj19L216o.jpg,"Comedy, Family, Drama, Action"
1370,5/10/2017,Mike and Dave need Wedding Dates,B-,10,2017,Peninsula,On-Demand/PPV,2016,,98,36%,https://image.tmdb.org/t/p/w500/alWBdyvXf1LSixnn1IfID5HMtLx.jpg,Comedy
1371,,Mission Impossible II,B-,10,Pre-2006,,,2000,,123,NA,https://image.tmdb.org/t/p/w500/hfnrual76gPeNFduhD4xzHWpfTw.jpg,"Adventure, Action, Thriller"
1372,,Murder at 1600,B-,10,Pre-2006,,,1997,,107,NA,https://image.tmdb.org/t/p/w500/4WPR0m8zuzFAcRJAHcGs1AxkkpB.jpg,"Action, Drama, Mystery, Thriller, Crime"
1373,,My Girl,B-,10,Pre-2006,,,1991,,102,NA,https://image.tmdb.org/t/p/w500/qyJJNHteA7BUwQSey05t7qP4vRV.jpg,"Comedy, Drama"
1374,,Mystic Pizza,B-,10,Pre-2006,,,1988,,104,NA,https://image.tmdb.org/t/p/w500/q87sZMQKzQK5YtZY486heEPAJM1.jpg,"Romance, Drama, Comedy"
1375,,Naked Gun 33 1/3,B-,10,Pre-2006,,,1994,,83,NA,https://image.tmdb.org/t/p/w500/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg,"Comedy, Crime"
1376,,National Lampoon's Christmas Vacation,B-,10,Pre-2006,,,1989,,97,NA,https://image.tmdb.org/t/p/w500/oat42hUw8XzKYUmfy0YLAxYd484.jpg,Comedy
1377,2/5/2024,Nature Boy,B-,10,2024,Portola Valley,Netflix,2017,,77,NA,https://image.tmdb.org/t/p/w500/sRL6OfFx9fVUJDMs697iNJDAGF2.jpg,Documentary
1378,,Necessary Roughness,B-,10,Pre-2006,,,1991,,108,NA,https://image.tmdb.org/t/p/w500/lZsD4izDMKbV1KTRUQ5UVWZrnLJ.jpg,Comedy
1379,,"Negotiator, The",B-,10,Pre-2006,,,1998,,140,NA,https://image.tmdb.org/t/p/w500/6cvJ0ejgN5FOALvRQvpN4CimNOf.jpg,"Action, Crime, Drama, Thriller"
1380,10/1/2016,Neighbors 2,B-,10,2016,Portola Valley,On-Demand/PPV,2016,,92,67%,https://image.tmdb.org/t/p/w500/eyjcLLwxuRXACbglIbwWwaXK9DN.jpg,Comedy
1381,,"Net, The",B-,10,Pre-2006,,,1995,,114,NA,https://image.tmdb.org/t/p/w500/iJn1337MVElQA7LRLEHHoOLBavn.jpg,"Crime, Drama, Mystery, Thriller, Action"
1382,,A Nightmare on Elm Street 2: Freddy's Revenge,B-,10,Pre-2006,,,1985,,87,NA,https://image.tmdb.org/t/p/w500/rvAmOv0sZcoQCyJjHPQN4wU8ut4.jpg,Horror
1383,,Nobody's Fool,B-,10,Pre-2006,,,1994,,110,NA,https://image.tmdb.org/t/p/w500/xyAXFy6mOfgZcVWbceCeuTYadeq.jpg,"Drama, Comedy"
1384,,Nothing to Lose,B-,10,Pre-2006,,,1997,,98,NA,https://image.tmdb.org/t/p/w500/5al8I28ufKJDxGWDcNGw6xCkZHH.jpg,"Comedy, Crime, Action, Adventure"
1385,,"Nutty Professor II, The",B-,10,Pre-2006,,,2016,,107,NA,https://image.tmdb.org/t/p/w500/v8gI95Eio7kAjixyqYHxNKmJTmm.jpg,
1386,6/20/2018,Ocean's 8,B-,10,2018,Redwood City,Theatre,2018,,110,61%,https://image.tmdb.org/t/p/w500/MvYpKlpFukTivnlBhizGbkAe3v.jpg,"Crime, Comedy, Action"
1387,,One Crazy Summer,B-,10,Pre-2006,,,1986,,93,NA,https://image.tmdb.org/t/p/w500/hwrMVPwGFB3fouqD5PhhmbafB7G.jpg,"Comedy, Romance, Family"
1388,,One Fine Day,B-,10,Pre-2006,,,1996,,108,NA,https://image.tmdb.org/t/p/w500/aYDTM3646yQtQfvEZNtmEh5Xa6K.jpg,"Romance, Comedy"
1389,,One Wild Night (Career Opportunities),B-,10,Pre-2006,,,1991,,83,NA,https://image.tmdb.org/t/p/w500/opfsY8aUZ1GjqiZFvYzdvETzl1l.jpg,"Romance, Comedy"
1390,,Pacific Heights,B-,10,Pre-2006,,,1990,,102,NA,https://image.tmdb.org/t/p/w500/9iHD6xIrGSuuMEFWhwSVGXSddY2.jpg,"Thriller, Drama, Mystery"
1391,February-07,Pan's Labyrinth,B-,10,2007,,,2006,,118,NA,https://image.tmdb.org/t/p/w500/z7xXihu5wHuSMWymq5VAulPVuvg.jpg,"Fantasy, Drama, War"
1392,,Paradise Motel,B-,10,Pre-2006,,,1985,,89,NA,https://image.tmdb.org/t/p/w500/kdGqojSi8FoiHsodJpWnO9J4Ux0.jpg,Comedy
1393,,Payback,B-,10,Pre-2006,,,1999,,100,NA,https://image.tmdb.org/t/p/w500/8Bqlv2kbOyZFqfiPNgzdBscqYPn.jpg,"Action, Drama, Crime, Thriller"
1394,,"Peacemaker, The",B-,10,Pre-2006,,,1997,,124,NA,https://image.tmdb.org/t/p/w500/vkTGyAnIzbLLFgn1PKaKiB1Pjfv.jpg,"Action, Thriller"
1395,,"Planes, Trains and Automobiles",B-,10,Pre-2006,,,1987,,93,NA,https://image.tmdb.org/t/p/w500/3RSucVsX96Ste8WDJfZP1hbNGqQ.jpg,Comedy
1396,,Poison Ivy,B-,10,Pre-2006,,,1992,,93,NA,https://image.tmdb.org/t/p/w500/3pYkklZMMD00B00jDT5PHvN0Dhm.jpg,"Thriller, Drama"
1397,,Police Academy II,B-,10,Pre-2006,,,1985,,87,NA,https://image.tmdb.org/t/p/w500/cIyvBInW2aGms0zyV9Pgwp9UPJ4.jpg,"Comedy, Crime"
1398,,Police Academy III,B-,10,Pre-2006,,,1986,,84,NA,https://image.tmdb.org/t/p/w500/pBxGgWSR0CMaCVMA2kQS5MWU1z3.jpg,"Comedy, Crime"
1399,,Police Academy IV,B-,10,Pre-2006,,,1987,,88,NA,https://image.tmdb.org/t/p/w500/vvk5aWBJE3EqDX2ln6M4J4UiUXr.jpg,"Comedy, Crime"
1400,,Porky's III,B-,10,Pre-2006,,,1985,,92,NA,https://image.tmdb.org/t/p/w500/Ad3F9Fm7zdZmBqBSvJIAJRfac9m.jpg,Comedy
1401,,Prayer of the Rollerboys,B-,10,Pre-2006,,,1990,,95,NA,https://image.tmdb.org/t/p/w500/7YjtI2teTkhNZouCiFLvfmsOHQw.jpg,"Sci Fi, Action"
1402,,Predator,B-,10,Pre-2006,,,1987,,107,NA,https://image.tmdb.org/t/p/w500/aN3cdjIK70KGmD84et8MMblU87Q.jpg,"Sci Fi, Action, Adventure, Thriller"
1403,September-07,Prime,B-,10,2007,Boston,DVR,2005,,105,NA,https://image.tmdb.org/t/p/w500/gz17H1jiLI9OrTo8ruS31WkP9Am.jpg,"Comedy, Drama, Romance"
1404,July-08,"Priscilla, Queen of the Desert",B-,10,2008,ATWT,DVD,1994,,104,89%,https://image.tmdb.org/t/p/w500/kJ7syYXEJgSBmBfSnF3Can9cK1J.jpg,"Drama, Comedy"
1405,,Proof of Life,B-,10,Pre-2006,,,2000,,135,NA,https://image.tmdb.org/t/p/w500/yw8x2i3vaHZZzpvqvF75E8q2N6M.jpg,"Thriller, Action, Drama"
1406,,Psycho,B-,10,Pre-2006,,,1960,,109,NA,https://image.tmdb.org/t/p/w500/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,"Horror, Thriller, Mystery"
1407,,Pump Up the Volume,B-,10,Pre-2006,,,1990,,102,NA,https://image.tmdb.org/t/p/w500/s1SyKrARJG2R7FyS4zkNdaekLAW.jpg,"Music, Drama"
1408,,Pump Up The Volume,B-,10,Pre-2006,,,1990,,102,NA,https://image.tmdb.org/t/p/w500/s1SyKrARJG2R7FyS4zkNdaekLAW.jpg,"Music, Drama"
1409,,Punchline,B-,10,Pre-2006,,,1988,,128,NA,https://image.tmdb.org/t/p/w500/dgbLnnEJIGldXOMt6OWy3X1l0AC.jpg,"Comedy, Drama"
1410,,Pushing Tin,B-,10,Pre-2006,,,1999,,124,NA,https://image.tmdb.org/t/p/w500/61FWajJNKeS27DO4KgvS5LUgcHh.jpg,"Comedy, Drama"
1411,June-07,Ratatouille,B-,10,2007,,,2007,,111,NA,https://image.tmdb.org/t/p/w500/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,"Animation, Comedy, Family, Fantasy"
1412,,Raw Deal,B-,10,Pre-2006,,,1986,,106,NA,https://image.tmdb.org/t/p/w500/1Y2GgDyNJFELoSIVlRhFQSs23Uo.jpg,"Action, Crime, Thriller"
1413,December-21,Ready Player One,B-,10,2021,Portola Valley,HBO Max,2018,,140,51%,https://image.tmdb.org/t/p/w500/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,"Adventure, Action, Sci Fi"
1414,,Red Heat,B-,10,Pre-2006,,,1988,,104,NA,https://image.tmdb.org/t/p/w500/4zhOo9K9boeingLb5EGzvKIhOWY.jpg,"Action, Crime"
1415,December-16,"Ref, The",B-,10,2016,Portola Valley,Netflix,1994,,93,76%,https://image.tmdb.org/t/p/w500/ym7Kx3iDmalK8kXKvVQwnFYABEV.jpg,"Comedy, Crime, Drama"
1416,June-15,Regarding Henry,B-,10,2015,Peninsula,Netflix,1991,,107,41%,https://image.tmdb.org/t/p/w500/1gyViKAIpy1jAcM3B17iXNbiHrh.jpg,"Romance, Drama"
1417,,Renaissance Man,B-,10,Pre-2006,,,1994,,128,NA,https://image.tmdb.org/t/p/w500/iPRtaSfN8gNWFclgrcg5oD3V41i.jpg,"Comedy, Drama"
1418,,Reservoir Dogs,B-,10,Pre-2006,,,1992,,99,NA,https://image.tmdb.org/t/p/w500/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg,"Crime, Thriller"
1419,December-15,"Rewrite, The",B-,10,2015,Portola Valley,On-Demand/PPV,2014,,106,60%,https://image.tmdb.org/t/p/w500/IrJiEtUa2OhZvFEM2pseyaxChd.jpg,"Romance, Comedy"
1420,,Ricochet,B-,10,Pre-2006,,,1991,,102,NA,https://image.tmdb.org/t/p/w500/5yhq5vKczXwMT0X8hnxQ0vc2YUE.jpg,"Crime, Thriller, Action, Drama"
1421,,Riding Giants,B-,10,Pre-2006,,,2004,,105,NA,https://image.tmdb.org/t/p/w500/8L3ir0KNqSqpps2oVAeCUPVTPhr.jpg,Documentary
1422,,Riding in Cars with Boys,B-,10,Pre-2006,,,2001,,132,NA,https://image.tmdb.org/t/p/w500/lz8FCZAzfr2gzju6YM4s7UCZugL.jpg,"Comedy, Drama, Romance"
1423,May-24,Road House,B-,10,2024,Portola Valley,Amazon Prime,2024,,114,52%,https://image.tmdb.org/t/p/w500/fDEdtS4P0gJsxHDIt8dG8TR5dx1.jpg,"Action, Thriller"
1424,,Road Trip,B-,10,Pre-2006,,,2000,,93,NA,https://image.tmdb.org/t/p/w500/jee4eY5tZprI0V18S6PXUloBzSk.jpg,"Comedy, Adventure"
1425,December-06,Rocky Balboa,B-,10,2006,,,2006,,102,NA,https://image.tmdb.org/t/p/w500/byBlJvZwCqgtIwrZNv0pyE974jC.jpg,Drama
1426,,Rocky V,B-,10,Pre-2006,,,1990,,104,NA,https://image.tmdb.org/t/p/w500/tevHaVxtrMTaUi8f3YjLWYSSY8A.jpg,"Comedy, Music"
1427,,Rookie of the Year,B-,10,Pre-2006,,VHS,1993,,103,NA,https://image.tmdb.org/t/p/w500/9If8XnhBdEbQ2Q0ggAQC92CptjU.jpg,"Family, Comedy"
1428,,Rumor Has It,B-,10,Pre-2006,,,2005,,97,NA,https://image.tmdb.org/t/p/w500/ypirKAqugrpevnEqMJxkBoIlgco.jpg,"Comedy, Romance"
1429,,Runaway Bride,B-,10,Pre-2006,,,1999,,116,NA,https://image.tmdb.org/t/p/w500/wzivR0yWJStVdhcl0A5rQvVdTQ7.jpg,"Comedy, Romance"
1430,,Rush Hour,B-,10,Pre-2006,,,1998,,98,NA,https://image.tmdb.org/t/p/w500/we7wOLVFgxhzLzUt0qNe50xdIQZ.jpg,"Action, Comedy, Crime"
1431,,"Russia House, The",B-,10,Pre-2006,,,1990,,123,NA,https://image.tmdb.org/t/p/w500/fFvwQGcpEdXkuPJaS15Xtl6h6P4.jpg,"Drama, Thriller, Romance"
1432,,"Score, The",B-,10,Pre-2006,,,2001,,124,NA,https://image.tmdb.org/t/p/w500/xSuMA64E2FB6BjV9UUXNtlzTXtl.jpg,"Action, Crime, Thriller, Mystery, Drama"
1433,,Scream II,B-,10,Pre-2006,,,2023,,117,NA,https://image.tmdb.org/t/p/w500/vlKP9S4AzMyBo92aASxh0ur7G9Y.jpg,"Horror, Crime, Thriller"
1434,,Scream III,B-,10,Pre-2006,,,2000,,116,NA,https://image.tmdb.org/t/p/w500/qpH8ToZVlFD1bakL04LkEKodyDI.jpg,"Horror, Mystery"
1435,June-18,Set It Up,B-,10,2018,Portola Valley,Netflix,2018,,105,90%,https://image.tmdb.org/t/p/w500/7omfwqiiMld9EnUps3Uk9YZLy6g.jpg,"Romance, Comedy"
1436,,Seven,B-,10,Pre-2006,,,1954,,207,NA,https://image.tmdb.org/t/p/w500/btiZ1zyHY1EzlPnrKKN3sWc4NcU.jpg,"Action, Drama"
1437,,She's All That,B-,10,Pre-2006,,,1999,,95,NA,https://image.tmdb.org/t/p/w500/a0pepZNFCjggc7Na9gEwbTI1f46.jpg,"Comedy, Romance"
1438,October-22,She's Funny That Way,B-,10,2022,Portola Valley,Netflix,2014,,93,48%,https://image.tmdb.org/t/p/w500/2FiZVfwz27bvMROkud3dlFyE8uA.jpg,"Comedy, Romance"
1439,,"Shining, The",B-,10,Pre-2006,,,1980,,146,NA,https://image.tmdb.org/t/p/w500/phkAS1MQYqxBmNkf09lwUA3VFLS.jpg,"Horror, Thriller"
1440,December-08,Shopgirl,B-,10,2008,San Fran,DVR,2005,,106,58%,https://image.tmdb.org/t/p/w500/mEpnYHytC1MuLECf4N0g4Xql2t8.jpg,"Comedy, Drama, Romance"
1441,November-07,Shrek The Third,B-,10,2007,D.C.,DVD,2007,,93,NA,https://image.tmdb.org/t/p/w500/n4SexGGQzI26E269tfpa80MZaGV.jpg,"Fantasy, Adventure, Animation, Comedy, Family"
1442,,"Siege, The",B-,10,Pre-2006,,,1998,,116,NA,https://image.tmdb.org/t/p/w500/wOOJfRUq4RAcByCyV0GniqROEz5.jpg,"Drama, Action, Thriller, Crime"
1443,,"Simple Plan, A",B-,10,Pre-2006,,,1998,,121,NA,https://image.tmdb.org/t/p/w500/iJYGDwZmVEYRkSPbWQdxzvBLTcK.jpg,"Crime, Drama, Thriller"
1444,,Single White Female,B-,10,Pre-2006,,,1992,,107,NA,https://image.tmdb.org/t/p/w500/2B6spN9XvzbK9hKDQtvTa4wVoys.jpg,"Thriller, Horror"
1445,May-16,Sisters,B-,10,2016,Portola Valley,On-Demand/PPV,2015,,122,48%,https://image.tmdb.org/t/p/w500/hpvHqAiusQtGNDx48dA3z5ejjon.jpg,Comedy
1446,September-12,Sleepwalk with Me,B-,10,2012,Peninsula,On-Demand/PPV,2012,,90,98%,https://image.tmdb.org/t/p/w500/vs2wxfMrV48VWKTGbsYstIWrwI1.jpg,Comedy
1447,,Sliding Doors,B-,10,Pre-2006,,,1998,,99,NA,https://image.tmdb.org/t/p/w500/s8VOVTywXZIIHqdEjkCZziH0ebq.jpg,"Comedy, Drama, Fantasy, Romance"
1448,,Sliver,B-,10,Pre-2006,,,1993,,107,NA,https://image.tmdb.org/t/p/w500/g7PC2e2KqDkIfOoJx9iXJJez99d.jpg,"Drama, Thriller"
1449,,Sneakers,B-,10,Pre-2006,,,1992,,126,NA,https://image.tmdb.org/t/p/w500/l2pIGwCvpZEpBuMb55YBl6A04Jv.jpg,"Comedy, Crime, Drama"
1450,September-20,"Social Dilemma, The",B-,10,2020,Portola Valley,Netflix,2020,,94,91%,https://image.tmdb.org/t/p/w500/jdmagxKK7g2rPkdltC7Kga2MBbp.jpg,"Documentary, Drama"
1451,,Space Cowboys,B-,10,Pre-2006,,,2000,,130,NA,https://image.tmdb.org/t/p/w500/hPzt1bbA1sUDQOl6Vujmyz2hjLN.jpg,"Action, Adventure, Thriller"
1452,August-22,"Speed Cubers, The",B-,10,2022,Portola Valley,Netflix,2020,,40,250%,https://image.tmdb.org/t/p/w500/wuJmswUneNrlCUYpZ8NDU7FHjIG.jpg,Documentary
1453,,"Specialist, The",B-,10,Pre-2006,,,1994,,110,NA,https://image.tmdb.org/t/p/w500/63MJXHs9xSYrFoVcNNQgekQ6zG1.jpg,"Action, Thriller"
